OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Year,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartment in Tract,Level of Concern,PROPERTIES,Shape__Area,Shape__Length
1894,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2011,2.88,2055,0.0212765957446809,0.0218796618597713,High,Stable,1131,,14,2522029.80825806,7998.38246587977
1895,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,2011,2.15,1380,0.00938967136150236,0.0117302052785924,Medium,Stable,863,,46,2876299.50189209,7879.40433949822
1896,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2011,2.82,2079,0.0254545454545454,0.0231299212598425,High,Stable,559,,10,3020075.66329956,7591.70188344636
1897,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2011,2.47,1737,0.0122950819672132,0.0122377622377622,High,Stable,751,,10,2699344.10806274,7422.61069281975
1898,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,2011,2.32,1625,0.0175438596491228,0.0188087774294671,High,Stable,259,,17,6804418.75059509,11267.2532000827
1899,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,2011,2.45,1558,0.0208333333333334,0.0203012442698101,High,Stable,920,,15,4419685.26577759,10608.3854115205
1900,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,2011,2.42,1438,0.0168067226890756,0.0176928520877565,High,Stable,321,,10,3456088.55044556,12687.1211893969
1901,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,2011,0,0,0,0,,,0,,0,37826036.2597046,29439.6267373345
1902,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,2011,0,0,0,0,,,0,,0,30294741.0541992,27094.5667843899
1903,53033000601,6.01,Census Tract 6.01,Haller Lake,9.5,2011,1.39,980,0.0220588235294116,0.0218978102189781,Low,Stable,610,,17,15404952.5828857,20078.9564759328
1904,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2011,2.21,1109,0.0137614678899082,0.0146386093321134,Medium,Stable,259,,21,13828061.6665344,16634.3489620973
1905,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,2011,0.86,1004,0,0.00601202404809619,Low,Stable,59,,4,12300447.062561,13960.3795463703
1906,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,2011,1.47,1188,0.0137931034482759,0.0119250425894378,Low,Stable,433,,21,23073388.6559448,30536.3374485091
1907,53033001300,13,Census Tract 13,Licton Springs,9.2,2011,1.59,990,0.0192307692307692,0.0164271047227926,Low,Stable,870,,72,12710036.9901733,14881.0870453396
1908,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2011,2.7,1381,0.0150375939849624,0.0139500734214391,High,Stable,159,,6,6722791.39416504,10392.5315540704
1909,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,2011,2.07,1229,0.0147058823529411,0.014026402640264,Medium,Stable,1377,,50,3856290.05014038,9530.30256857274
1910,53033004800,48,Census Tract 48,Fremont,11.1,2011,2.23,1336,0.0182648401826484,0.0175171363290175,Medium,Stable,216,,25,13833886.8196411,18822.2365726525
1911,53033005100,51,Census Tract 51,Wallingford,11.2,2011,3,1313,0.0135135135135135,0.0154679040989946,High,Stable,292,,23,9490350.15280151,13462.5915467426
1912,53033008200,82,Census Tract 82,First Hill,6.1,2011,2.74,2085,0.0339622641509435,0.033201189296333,High,Rise,1214,,12,4044773.82589722,9102.1403414799
1913,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2011,2.44,1307,0.0166666666666667,0.0171206225680934,Medium,Stable,177,,8,9381810.13056946,15311.6567050508
1914,53033012100,121,Census Tract 121,Arbor Heights,1.1,2011,0,0,0,0,,,0,,0,18538900.9337463,25983.6162383482
1915,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,2011,0,0,0,0,,,0,,0,18097640.7372589,20485.6455423004
1916,53033000602,6.02,Census Tract 6.02,Haller Lake,9.5,2011,1.37,1172,0.0538461538461539,0.0501792114695341,Low,Significant Rise,396,High,9,25947507.8614197,23221.7047501309
1917,53033000201,2.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,2011,1.3,1067,0.0317460317460318,0.0299227799227799,Low,Rise,836,Medium,12,19446176.3249207,18651.5780841956
1918,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,2011,1.82,1190,0.0167597765363129,0.0127659574468085,Low,Stable,452,,52,6749336.48599243,10550.8179265194
1919,53033005304,53.04,Census Tract 53.04,University District,7.2,2011,0,0,0,0,,,0,,0,786047.098052979,4083.12606626598
1920,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2011,2.53,1749,0.0160642570281123,0.0162696106914585,High,Stable,54,,5,13141688.4516602,15651.6663663576
1921,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,2011,2.24,1311,0.0135746606334843,0.0154918667699458,Medium,Stable,1177,,61,1654579.82751465,5775.69998668964
1922,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,2011,2.7,2008,0.018867924528302,0.0172239108409321,High,Stable,850,,16,3639833.1784668,12143.7792365382
1923,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,2011,1.83,1417,0.0166666666666667,0.0179597701149425,Medium,Stable,79,,5,22245158.163269,28746.3735215772
1924,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,2011,2.74,1756,0.0223880597014926,0.0197444831591173,High,Stable,466,,15,2018614.36813354,6484.38948226953
1925,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,2011,2.49,1666,0.055084745762712,0.0550981633945535,High,Significant Rise,1926,,13,1622558.90014648,5873.2165106452
1926,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,2011,3.08,2193,0.0165016501650166,0.0152777777777778,High,Stable,424,,8,6238804.94293213,12493.9648041578
1927,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,2011,1.43,1248,0.0141843971631206,0.00889248181083266,Low,Stable,52,,4,10792262.4648438,16924.3685147596
1928,53033009900,99,Census Tract 99,North Delridge,2.1,2011,2.03,1180,0.0252525252525252,0.0207612456747405,Medium,Stable,471,,17,70254374.707016,64633.6615792341
1929,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,2011,2.35,1111,0.0173160173160173,0.0173992673992674,Medium,Stable,140,,12,27424305.6749573,29618.2112966095
1930,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,2011,2.57,1472,0.0158102766798419,0.0172771250863856,High,Stable,501,,51,18150625.6758423,18874.5831831158
1931,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,2011,1.37,965,0.0148148148148148,0.00941422594142259,Low,Stable,258,,12,12671173.5070038,15849.8135377743
1932,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,2011,1.37,953,0.00735294117647059,0.00953389830508475,Low,Stable,113,,13,16924173.2272644,24704.0405747324
1933,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,2011,1.45,1267,0.0357142857142857,0.0351307189542484,Low,Rise,565,Medium,6,13273369.1432037,17478.0591593666
1934,53033010701,107.01,Census Tract 107.01,High Point,2.2,2011,1.12,954,0.0275229357798165,0.0236051502145923,Low,Stable,214,,5,15726285.722641,21302.3651802902
1935,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,2011,1.55,1030,0.0130718954248366,0.0147783251231527,Low,Stable,324,,21,15462014.0646667,23774.9471378089
1936,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,2011,0,0,0,0,,,0,,0,10031158.8856812,20828.1661958069
1937,53033000402,4.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,2011,1.49,1002,0.0205479452054795,0.0182926829268293,Low,Stable,480,,27,19362220.5229187,21397.1752981976
1938,53033000300,3,Census Tract 3,Haller Lake,9.5,2011,1.21,916,0.00833333333333334,0.00992282249173098,Low,Stable,83,,7,13033864.5966187,17298.0295354457
1939,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,2011,2.04,1387,0.0149253731343285,0.0146305779078274,Medium,Stable,345,,34,10289818.4570313,12945.3948643709
1940,53033003000,30,Census Tract 30,Whittier Heights,10.2,2011,2.06,1292,0.0147783251231528,0.016522423288749,Medium,Stable,175,,23,16072222.0088196,16061.947620856
1941,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2011,2.47,1552,0.0164609053497943,0.0170380078636959,High,Stable,571,,30,9609026.08453369,17164.4547776423
1942,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,2011,2.62,1568,0.019455252918288,0.0175210902011681,High,Stable,143,,11,20575392.7101746,23147.6459804202
1943,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,2011,2.86,1121,0.0141843971631206,0.0135623869801085,High,Stable,188,,16,14696796.7441101,16139.9218598102
1944,53033003900,39,Census Tract 39,Wedgwood/View Ridge,7.4,2011,1.51,1031,0.00666666666666667,0.00782013685239492,Low,Stable,108,,8,10481334.9800415,13200.9092050947
1945,53033007102,71.02,Census Tract 71.02,Queen Anne,12.3,2011,2.58,1681,0.0238095238095238,0.0231284236153378,High,Stable,724,,21,3615500.8977356,11499.9407456685
1946,53033006702,67.02,Census Tract 67.02,Queen Anne,12.3,2011,2.75,1876,0.014760147601476,0.0146024878312601,High,Stable,417,,31,3280147.99505615,8593.8649046644
1947,53033005401,54.01,Census Tract 54.01,Fremont,11.1,2011,2.5,1612,0.016260162601626,0.0176767676767677,High,Stable,375,,32,7892270.58761597,19740.10787087
1948,53033008004,80.04,Census Tract 80.04,Belltown,13.1,2011,2.4,1837,0.0434782608695653,0.0413832199546485,High,Rise,738,,7,2908326.63348389,14944.9795882911
1949,53033008003,80.03,Census Tract 80.03,Belltown,13.1,2011,2.78,1819,0.0183150183150182,0.0201906898485698,High,Stable,402,,7,2122043.71142578,8720.99942149515
1950,53033008402,84.02,Census Tract 84.02,Capitol Hill,6.2,2011,2.4,1469,0.0169491525423729,0.0166089965397924,High,Stable,1177,,39,1565507.71533203,5220.86848686108
1951,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,2011,3.41,2771,0.0148809523809525,0.0135332845647403,High,Stable,386,,3,3374596.39306641,7984.8635220016
1952,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,2011,1.91,1194,0.0159574468085107,0.0144435004248088,Medium,Stable,419,,19,10204645.644455,13732.7653894052
1953,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,2011,0,0,0,0,,,0,,0,16290813.6344757,28897.5986341236
1954,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,2011,1.27,777,0.00793650793650794,0.00909090909090909,Low,Stable,67,,3,12323056.7394714,17201.5467858114
1955,53033004703,47.03,Census Tract 47.03,Ballard,10.4,2011,2.23,1247,0.00904977375565612,0.00808407437348424,Medium,Stable,739,,53,13030918.1381531,18718.8593915212
1956,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,2011,1.25,950,0.0245901639344263,0.01931330472103,Low,Stable,122,,5,10270271.6852112,13147.0305998084
1957,53033000403,4.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,2011,1.42,1069,0.0441176470588234,0.0419103313840156,Low,Rise,409,Medium,11,7881185.92349243,14097.0266947453
1958,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,2011,2.41,1552,0.0126050420168068,0.0163719711853307,High,Stable,612,,26,11927788.6225891,32094.5033857248
1959,53033004600,46,Census Tract 46,Green Lake,9.4,2011,1.84,1147,0.0165745856353591,0.0141467727674624,Low,Stable,65,,7,27829368.7579956,25514.2239990877
1960,53033004702,47.02,Census Tract 47.02,Ballard,10.4,2011,2.44,1466,0.0209205020920501,0.020891364902507,High,Stable,402,,36,2867507.734375,6956.44967487604
1961,53033002700,27,Census Tract 27,Green Lake,9.4,2011,1.54,1124,0.0131578947368421,0.0135256988277728,Low,Stable,284,,23,17058079.2767029,21942.8352783745
1962,53033001800,18,Census Tract 18,Licton Springs,9.2,2011,1.69,1184,0.0180722891566265,0.0180567497850387,Low,Stable,608,,59,10182882.2714539,13946.100028213
1963,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,2011,2.24,1298,0.0228310502283106,0.0236593059936909,Medium,Stable,995,,45,2865193.63619995,7845.30321659896
1964,53033005303,53.03,Census Tract 53.03,University District,7.2,2011,0,0,0,0,,,0,,0,24349784.4945679,33904.6213661119
1965,53033004402,44.02,Census Tract 44.02,University District,7.2,2011,2.34,1174,0.0129870129870129,0.0120689655172414,Medium,Stable,918,,58,3175021.43328857,7487.97985687102
1966,53033004401,44.01,Census Tract 44.01,University District,7.2,2011,2.52,1158,0.0161290322580645,0.0157894736842105,Medium,Stable,324,,28,7479571.76147461,12948.9751357778
1967,53033005307,53.07,Census Tract 53.07,University District,7.2,2011,2.53,1071,0.0119999999999999,0.0151658767772512,Medium,Stable,345,,18,1399526.47988892,4758.85069026771
1968,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,2011,1.51,992,0.00666666666666667,0.00813008130081301,Low,Stable,71,,3,16716852.6628113,24230.1579430562
1969,53033005402,54.02,Census Tract 54.02,Fremont,11.1,2011,2.46,1519,0.0165289256198347,0.0194630872483221,High,Stable,391,,39,4993141.86450195,10063.7978469566
1970,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,2011,2.68,1198,0.0229007633587786,0.0213128729752771,Medium,Stable,315,,20,11391208.2196655,15242.2097594939
1971,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2011,2.51,1494,0.0161943319838055,0.0170183798502383,High,Stable,967,,56,3400503.55529785,7403.62929266713
1972,53033007600,76,Census Tract 76,Miller Park,6.4,2011,2.42,1413,0.0254237288135593,0.0261437908496732,High,Rise,682,,46,6155389.38891602,9906.36833563623
1973,53033010200,102,Census Tract 102,Seward Park,4.3,2011,1.25,873,0.00806451612903226,0.00808314087759815,Low,Stable,76,,4,30129079.2078857,33439.4693972433
1974,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,2011,0,0,0,0,,,0,,0,17543421.029068,17342.9302013933
1975,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,2011,1.36,1036,0.0149253731343284,0.0196850393700787,Low,Stable,71,,5,18759692.8948212,18925.0430066197
1976,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2011,2.28,1594,0.0178571428571427,0.0159337157425112,High,Stable,475,,13,7986746.71530151,12490.0968039152
1977,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,2011,0,0,0,0,,,0,,0,17314610.0391541,22274.170768035
